machine_id,machine_name,ts_cambio,piezas_hasta_cambio,scrap_hasta_cambio,duracion_cambio_min,ops_hasta_cambio
276,Talladora Phauter,2025-08-28 01:11:00,2098.0,0.0,16.0,11.0
302,Talladora302,2025-01-08 00:09:00,342.0,0.0,7.0,2.0
302,Talladora302,2025-01-22 05:45:00,7424.0,268.0,17.0,67.0
302,Talladora302,2025-02-13 05:12:00,5982.0,172.0,35.0,54.0
302,Talladora302,2025-02-18 18:58:00,2222.0,88.0,57.0,17.0
302,Talladora302,2025-02-25 04:24:00,1218.0,36.0,31.0,12.0
302,Talladora302,2025-03-26 08:25:00,3935.0,91.0,32.0,38.0
302,Talladora302,2025-03-27 01:25:00,182.0,0.0,51.0,3.0
302,Talladora302,2025-03-28 04:04:00,273.0,0.0,72.0,5.0
302,Talladora302,2025-04-28 08:52:00,3617.0,63.0,57.0,122.0
302,Talladora302,2025-04-30 02:55:00,540.0,0.0,13.0,4.0
302,Talladora302,2025-05-14 04:21:00,3701.0,29.0,17.0,33.0
302,Talladora302,2025-05-20 06:18:00,3763.0,30.0,59.0,23.0
302,Talladora302,2025-05-21 20:24:00,1286.0,0.0,16.0,8.0
302,Talladora302,2025-06-02 11:17:00,4518.0,34.0,29.0,57.0
302,Talladora302,2025-06-02 11:58:00,0.0,0.0,5.0,1.0
302,Talladora302,2025-06-02 17:56:00,176.0,0.0,75.0,7.0
302,Talladora302,2025-06-10 02:14:00,4782.0,10.0,33.0,28.0
302,Talladora302,2025-06-30 08:55:00,8488.0,40.0,35.0,46.0
302,Talladora302,2025-07-07 22:00:00,3298.0,34.0,91.0,22.0
302,Talladora302,2025-07-17 02:36:00,4658.0,32.0,22.0,27.0
302,Talladora302,2025-09-01 19:38:00,7639.0,106.0,15.0,55.0
